id,lat,lon,flock
2269999566,44.4322214,12.2220558,0
2271645880,43.2750224,-70.9647568,0
2271827725,43.1382877,-70.8421831,0
2282168652,33.1708711,-94.9983039,0
2301244440,33.1720308,-95.0006578,0
2313743622,33.5970437,-117.6580553,1
2318834012,48.435986,-122.3354557,1
2353040157,-34.5458807,-58.4893445,0
2360252398,39.638894,-78.8328814,0
2365461047,48.1514027,16.3641955,0
2382932022,40.5233018,-105.0196291,1
2399926820,42.1899534,-87.9062513,1
2402433888,47.1441984,21.6755289,0
2463367302,45.4715268,9.1876631,0
2471675882,-33.8242975,151.199506,0
2472588250,42.3662719,19.2271056,0
2496879863,30.2835211,-95.4839251,1
2498858785,37.2636463,-122.0123695,0
2508825234,33.8480931,-84.329147,1
2511781906,33.9897669,-84.1873699,1
2516451914,-34.6872404,-58.483963,0
2517177295,40.667204,16.6045895,0
2517833464,41.286123,-73.770437,0
2525808510,33.519518,-117.0943529,1
2526093935,29.9634845,-81.491365,1
2540924419,51.5881716,13.940946,0
2540924420,51.7743813,14.0863721,0
2540924421,52.3198582,13.7795935,0
2540924422,52.7859715,13.5837691,0
2551366897,59.877448,10.819081,0
2575002589,-32.9250266,-60.7655008,0
2580399777,38.9236782,-77.5198901,0
2590189503,59.9240671,10.8439809,0
2609736510,45.4573079,9.1808985,0
2612712132,32.617676,-116.9716592,0
2624896541,37.2537969,-122.0250934,0
2624896546,37.2543598,-122.0261306,0
2641398378,59.907405,10.780675,0
2641398382,59.907451,10.780618,0
2648477602,37.2651973,-122.0127407,0
2648477685,37.2669517,-122.0076947,0
2657032539,37.2462527,-122.0137483,0
2672282131,37.8300353,-122.2252068,1
2672298945,37.830025,-122.2430845,0
2691754819,51.2189798,4.9661952,0
2712961963,47.5551079,7.7896264,0
2721148736,45.4280403,9.1400831,0
2723886255,45.4500806,9.172239,0
2739413149,33.2103068,-87.5497219,1
2751567866,46.2598104,20.1625327,0
2751745176,40.8514272,14.2535837,0
2791180330,54.3215178,22.2975114,0
